"Barristers for Associated Newspapers have argued to a High Court judge that Prince Harry and six other well-known people have run out of time to bring privacy claims against the Mail titles. The law requires that claims are brought within six years. But some of the allegations against Associated date back decades. Lawyers for the claimants - also including Sir Elton John and Baroness Doreen Lawrence - argue that new evidence has recently come to light. The newspaper publisher said ""they haven't come close"" to proving that only now could they sue the Mail and Mail on Sunday.  Last year, the seven claimants said they had only recently become aware of ""compelling and highly distressing evidence that they had been the victims of abhorrent criminal activity and gross breaches of privacy by Associated Newspapers"".  This included, they said, evidence that the publisher's journalists paid private investigators for bugging cars and homes, listening to private telephone calls, paying police officials and obtaining medical and financial records. In the case of the Duke of Sussex, his witness statement published on Tuesday stresses that he was not told by lawyers acting for the Royal Family of the possibility of suing newspapers. He said he only realised this when press interest grew around his relationship with his now wife, which was when he started talking to a senior Royal Family lawyer. At the Leveson Inquiry in 2011, the Mail's editor Paul Dacre swore on oath that his journalists had not used illegal methods of gathering information.  The lawyers for the claimants say legal action was prevented because of these denials.  They are now arguing that the clock for bringing a legal action only started when the new evidence came to light.  But Adrian Beltrami KC for Associated Newspapers argued that the claimants should have complained about articles in the Daily Mail and Mail on Sunday at the time they were published.  He told the judge, Mr Justice Nicklin, that there was no new evidence which justified lifting the time restriction on bringing a case.  Ledgers kept by the newspapers of payments to private investigators could not be used to prove the case because they had been leaked from a public inquiry, he said, referring to a legal disagreement the judge will have to resolve.  Even if they were valid as evidence, the claimants could have obtained them years ago, he said.  In the same way, admissions by private investigators that they worked for Mail titles in the 1990s and 2000s were not new.  Turning to a ""handful"" of documents he said were being used to suggest Mail journalists had commissioned illegal activities, Mr Beltrami asked: ""Are they the tipping point?"" ""If this is supposed to be the tipping point they can not bear the weight which is attributed to them,"" he said. If the judge decides in favour of the newspapers, the case could be brought to an end long before it comes to a trial.  The meteoric rise and dizzying fall of tycoon Arif Naqvi Greg Foot untangles some of the most common claims with the help of experts Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years later Dr. Matthew Walker shares his tips for getting more sleep © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.",Provoking
"The lawyers of the associated newspapers have argued before a judge of the Superior Court that Prince Harry and six other known people have run out of time to present privacy claims against mail titles. The law requires that the claims are presented within sixyears, but some of the accusations against the associated decades of decline. The lawyers of the plaintiffs, who also include Sir Elton John and Baroness Doreen Lawrence, argue that new evidence recently came to light. The newspaper editor said that ""They have not approached ""to demonstrate that only now they could sue mail and mail last Sunday. Last year, the seven plaintiffs said they had recently realized"" convincing and very distressing evidence that they had been victims of criminal activityabhorrent and serious violations of privacy by associated newspapers. ""This included, said, evidence that editor's journalists paid private investigators to disturb cars and homes, listening to private phone calls, paying the Offi Police",Provoking
"Lawyers for the associated newspapers argued to a high court judge that Prince Harry and six other well -known persons lacked time to provide confidentiality against mail securities. The law requires that complaints be filed inThe six years. But some of the allegations against the associated decades date back to decades. The lawyers of the applicants - including also Sir Elton John and the Baroness Doreen Lawrence - argue that new evidence has recently been revealed.declared that ""they have not approached"" to prove that it is only now that they could continue the mail and the mail on Sunday.Recently of ""convincing and very painful evidence that they had been victims of odious criminal activities and raw violations of private life by associated newspapers"". This understood, they said, proofs that the journalists of thepublisher paid private investigators for drinking cars and houses, listening to private telephone calls, paying the Offi police",Provoking
"The lawyers of the associated newspapers have argued to a judge of the Supreme Court that Prince Harry and six other known people no longer have time to collect data protection claims against the mail titles. The law requires that claims are submitted within six years.But some of the allegations against the associated decades. Attorney for the applicants - also Sir Elton John and Baroness Doreen Lawrence - argue that new evidence has recently come to light.That they could only sue post and post on Sunday. In the past year, the seven applicants said that they have only recently become aware of ""convincing and extremely stressful evidence that they have sacrifices of hideous criminal activities and gross injuries to privacythrough the associated newspapers "". This included that the publisher's journalists paid private investigators for this",Provoking
"Barriters for associated newspapers argued to a Supreme Court judge that Prince Harry and six other famous people had too much time to bring about privacy claims against the Post titles. The law requires claims to be brought within six years.The allegations against accompanying date decades. Advocates for the plaintiffs - including Sir Elton John and Baroness Doreen Lawrence - argue that new evidence has recently come to light. The newspaper publisher said: ""They did not come close"" to prove thatThey can only sue the email and email. Last year, the seven plaintiffs have said that they have only recently become aware of ""compelling and extremely disturbing evidence that they have the victims of a horrific criminal activity and gross violations of privacyThrough associated newspapers "". It includes, they said, evidence that the journalists of the publisher paid private investigators for cars and homes, listened to private phone calls, paid the police offi",Provoking
"Camilla, the Queen Consort, has said she is ""deeply saddened"" by the death of TV and radio host Paul O'Grady. The broadcaster died ""unexpectedly but peacefully"" on Tuesday evening at the age of 67, his husband has announced. In a statement, Camilla said O'Grady's ""warm heart and infectious humour lit up the lives of so many"". Celebrities paying tribute included Sir Elton John, Amanda Holden, Zoe Ball and Paddy McGuinness, who described O'Grady as an ""icon of British TV"". Strictly Come Dancing judge Craig Revel Horwood, with whom O'Grady had been sharing the role of Miss Hannigan in a theatre production of Annie, remembered the performer as a ""gorgeous colleague and friend"". ""He was such a wonderful human being, funny and to the point,"" Horwood said. ""Paul, legend, RIP darling."" Comic Peter Kay said he had ""happy memories of the lovely Paul O'Grady"", who he said was ""kind, genuine and naturally funny"". This video can not be played Watch: Paul O'Grady's life on screen Mark Downie, former editor of daytime programmes at Channel 4,  recalled the star's generosity. ""When we worked together at Channel 4, Paul O'Grady insisted that new roles on his show were advertised in the local Job Centre,"" he said. ""He wanted anyone and everyone to be able to apply so they could get a break like he had. And it made the show better. A kind and generous man."" Sir Elton remembered the broadcaster as a ""brilliant entertainer"", a ""supporter of LGBTQ+ rights"" and someone who was at the forefront of the ""fight against Aids and HIV"". In an emotional Instagram post, the singer thanked O'Grady for, among other things, hosting his and husband David Furnish's ""stag party before our civil partnership in 2005"" - the first year ceremonies could be performed in England. ""Thank you for all the joy you brought into the world, Paul,"" Sir Elton said. ""You went places nobody had gone before and we will miss you very much."" This article contains content provided by Instagram.  We ask for your permission before anything is loaded, as they may be using cookies and other technologies.  You may want to read Meta’s Instagram cookie policy, external and privacy policy, external before accepting. To view this content choose ‘accept and continue’. O'Grady's impact on and contribution to the LGBTQ community was highlighted by several of those paying tribute to the entertainer on social media ""When it felt like no one I ever knew in my life was gay, turning on the telly at tea time seeing someone so charismatic, camp and beloved was beyond comforting for so many of us,"" said journalist Harrison Brocklehurst. Comedian and campaigner Joe Lycett added: ""I'm sad about Paul O'Grady. I hoped I might meet him one day to tell him what an inspiration he was to me: I loved [how] gloriously loose and effortless his shows were, how he proved you could be political in a light entertainment space and that you could do all this and be really, really funny."" One of O'Grady's most recent TV appearances came last year with Camilla, the Queen Consort, for a one-off episode of ITV's For The Love of Dogs - a series the star helped launch in 2012 that followed the work of the Battersea Dogs and Cats Home, an organisation for which he was an ambassador. A statement released on behalf of Camilla on Wednesday said she was ""deeply saddened to have learned of the death of Paul O'Grady, with whom she worked closely to support the work of Battersea Dogs and Cats Home and whose warm heart and infectious humour lit up the lives of so many"". Following his death, the animal home remembered O'Grady as a ""devoted animal lover"" and a ""champion for the underdog"". QI host Sandi Toksvig said: ""Working with Paul O'Grady was one of the greatest pleasures of my life.  Funny, fearless and full of rage.  The best. The world seems a little less bright."" This video can not be played Watch: Paul O'Grady speaks to Michael Parkinson about his alter ego Lily Savage (2002) Gaby Roslin, who occasionally sat in for O'Grady on his BBC Radio 2 show, said his death was ""unbelievably sad news"", describing him as a ""one-off"". ""Goodness me, we laughed together so much,"" she said. ""Our chats lasted for hours and he'll be up there now nattering away and keeping everyone laughing."" O'Grady broadcast his final BBC radio show in August 2022, having hosted the Sunday afternoon programme for nearly 14 years. Speaking on her BBC Radio 2 breakfast show on Wednesday, Zoe Ball said: ""We're all heavy of heart here this morning at the news of our dear friend Paul O'Grady. I know he was so loved by the Radio 2 listeners and all of us here."" Top Gear host McGuiness said that O'Grady, for whom he stood in on his chat show more than 15 years ago, ""was always supportive, kind and just great to be around"". ""Paul started in the pubs and working men's clubs but finished as an icon of British TV. I'll miss him very much."" Former BBC Radio 2 presenter Ken Bruce described O'Grady as a ""unique and brilliant broadcaster who brightened the nation"". Drag queen Danny Beard told BBC Breakfast that the star was ""the most important person in British culture for drag"". ""I don't think there's anyone who does the job that I do that doesn't class Paul as an icon,"" added Beard, who won series four of Ru Paul's Drag Race UK. By Josh Parry, LGBT reporter Whenever we talk about on-screen representation, there's a saying; ""If you can't see it, you can't be it."" And as tributes to Paul O'Grady pour in, it's clear the saying has never been more appropriate. He played pubs and clubs as rough-around-the-edges drag queen Lily savage in the 80s, and brought the character to the mainstream in the 90s. But it was what Paul did next - and how he did it - that made him a trailblazer for gay representation on screen and inspired a whole generation of entertainers that might not ever have thought it possible. As Britain emerged from the AIDs crisis,  with homophobia and stigma still rife, Paul managed to become a staple of prime-time light entertainment; not just as Lily, but as himself. A working class gay man from Birkenhead. He never assimilated. He never attempted to ""straighten up"" or change his persona. And for so many in the LGBT community - who are used to making ourselves smaller or hiding parts of our personality in certain company - that was a game changer. From documentaries, to his own chat shows, the Blind Date reboot and of course his ITV show Love of Dogs, he never dimmed himself down or tried to make himself more palatable for certain audiences. He was unapologetically camp, and bitchy. He was Paul - perhaps, though, always with a hint of Lily… O'Grady was also mentioned by several MPs during Wednesday's Prime Minister's Questions. Labour's deputy leader Angela Rayner and MP Chris Bryant both paid tribute to the entertainer, while deputy prime minister Dominic Raab said Lily Savage ""broke glass ceilings and broke boundaries"". This video can not be played Labour MP Chris Bryant pays tribute to Paul O'Grady's role in British gay life and makes an unusual offer to Dominic Raab Comic Omid Djalili said he was ""just coming to terms with the unexpected passing of Paul O'Grady"".  ""I don't think I've ever been so immediately enamoured with a personality on a first meeting. He truly elevated the very atmosphere in which he moved. God rest his mighty soul."" Presenter and actor Les Dennis described O'Grady as ""a true comedy great"", adding: ""His twinkly, mischievous presence will be missed by so many."" Actor and TV host Rob Brydon said: ""Paul O'Grady was a lovely warm and caring man with a lightning fast and devastating wit. What terrible news."" This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to read Twitter’s cookie policy, external and privacy policy, external before accepting. To view this content choose ‘accept and continue’. Speaking on BBC Radio 4's Today programme, TV presenter Carol Vorderman said: ""He just fizzed, he was one of those people that just made you feel every part of you was alive. ""He exploded through the daft, made-up rules of society. He was a massive talent, but you can't forget he was a social worker when he was younger, he saved babies and young children from abuse, he lived in Soho before it was gentrified, he never judged the vulnerable, the weak, the misunderstood."" O'Grady had recently been on tour playing Miss Hannigan in the musical Annie and had been due to present on Boom Radio in less than two weeks time for Easter Sunday.  The presenter was born in Birkenhead, on the Wirral, Merseyside, in 1955, to a mother whose maiden name was Savage - which is believed to have inspired his famous drag act.  He began performing as Lily Savage in the 1970s. His drag persona later helmed in a solo show that ran for eight years at London's Royal Vauxhall Tavern, and made a name by speaking out about LGBT issues. Later, he hosted chat show The Lily Savage Show for BBC for a short run in 1997, before turning his hand to hosting a revived version of game show Blankety Blank, which remained on air until 2002.  O'Grady later hosted teatime programme The Paul O'Grady Show on ITV from 2004 to 2005, before moving with it to Channel 4 from 2006 until 2009. It was later revived in 2013 on ITV and remained on air for two years.  During 2013, the chat show was fronted by guest hosts after he suffered a health scare. He had previously had heart attacks in 2002 and 2006, the latter requiring a stay in intensive care.  During his career O'Grady won a TV Bafta, British Comedy Award and a National Television Award for The Paul O'Grady Show.  In 2008, he was made an MBE in the Queen's Birthday Honours for services to entertainment.  The meteoric rise and dizzying fall of tycoon Arif Naqvi Greg Foot untangles some of the most common claims with the help of experts Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years later Dr. Matthew Walker shares his tips for getting more sleep © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.",Sad
"Camilla, Queen Consort, has said that she is ""deeply sad"" becauseHusband. In a statement, Camilla said that the ""warm heart and infectious humor of O'Gray illuminated the life of so many.""to O'Gray as a ""icon of British television."" The strictly dancing judge, Craig Revel Horwood, with whom O'Gray had been sharing the role of Miss Hannigan in a theatrical production of Annie, remembered the interpreter as a""Beautiful colleague and friend."""", who said he was"" kind, genuine and naturally fun.",Sad
"Camilla, Queen Consort, said that she was ""deeply saddened"" by the death of television host and radio Paul O'Grady. The broadcaster died ""unexpectedly but peacefully"" Tuesday evening at age67 years old, announced her husband. In a statement, Camilla said that ""the warm heart and the infectious humor of Ogrady lit the lives of so many people"". The celebrities paying homage included Sir Elton John, Amanda Holden, Zoe Ball and Paddy McGuinness, who described O'Grady as a ""British television icon"". Strictly Come Dancing, Craig Revel Horwood, with whom O'Grady had shared the role of Miss Hannigan in a theatrical production of'Annie, remembered the interpreter as a ""magnificent colleague and friend"". ""He was a human being so wonderful, funny and precise,"" said Horwood. ""Paul, legend, Rip Chéri."" The comic strip PeterKay said he had ""happy memories of the charming Paul O'Grady"", who, according to him, was ""kind, authentic and naturally funny"". This video cannot be read: the life of Paul O'GradyOn the Mark Downie screen, old",Sad
"Camilla, the Queen Consort, said that she was ""deeply sad"" by the death of television and radio presenter Paul O'grady, and the broadcaster died on Tuesday evening at the age of 67 ""unexpectedly but peaceful"", his husband announced.In an explanation, Camilla, O'grady's ""warm heart and contagious humor, illuminated the life of so many"". For the celebrities, Sir Elton John, Amanda Holden, Zoe Ball and Paddy McGuinness showed O'grady as ""icon of British television""Described.strictly Come Dancing Richter Craig Revel Horwood, with which O'grady had shared the role of Miss Hannigan in a theater production by Annie, remembered the actor as"" beautiful colleague and girlfriend ""."" He was such a wonderful person,Funny and to the point, ""said Horwood."" Paul, legend, Rip Darling. ""The comic Peter Kay said that he had"" happy memories of the beautiful Paul O'grady "", of which he said he was"" friendly, realAnd of course funny "". This video cannot be played.",Sad
"Camilla, the Queen Consort, said she was ""deep sad"" by the death of TV and radio host Paul O'Grady.In a statement, Camilla said that O'Grady's ""warm heart and infectious humor of so very illuminated"".described as an 'icon of British TV.. ""He was such a wonderful person, funny and to the point,"" said Horwood. ""Paul, legend, rip darling. ""The comic book Peter Kay said he had"" happy memories of the lovely Paul O'Grady ""that he believes was 'kind, real and naturally funny'. This video cannot be played: Paul O'Grady's life on the screen Mark Downie, former",Sad
"This video can not be played Watch: A timelapse movie of Patagotitan's assembly at the Natural History Museum A colossus has landed in London: A cast of what was one of the biggest animals ever to walk the Earth is now on show at the Natural History Museum. Patagotitan was a dinosaur that lived 100 million years ago in South America. Measuring some 37m (121ft) from nose to tail, the beast could have weighed up to 60 or 70 tonnes in life. The museum has brought over not just a representative skeleton but some of the real fossil bones first discovered in Argentina in 2014. The largest is a 2.4m-long femur, or thigh bone. It's been erected upright to give visitors an extraordinary selfie opportunity. ""Patagotitan was what we call a sauropod dinosaur,"" explained palaeontologist Prof Paul Barrett.  ""It's a relative of things like Diplodocus that you might be a bit more familiar with. It's one of these large barrel-bodied animals with forced-out legs. It almost looks like a giant elephant that's had an anaconda snake threaded through it, with a very long neck and a long tail,"" he told BBC News. The replica skeleton is on loan from Argentina's Museo Paleontológico Egidio Feruglio (MEF), whose staff unearthed the original fossils.  This video can not be played Prof Paul Barrett: ""They turned their bodies into huge fermentation tanks"" The London institution had to put its thinking cap on to work out how best to display the creature. It only just fits in its Waterhouse Gallery, its largest exhibition space. Even then, the end of the tail has had to be bent around a column. The floor also needed to be strengthened, but, cleverly, engineers have been able to hide some of the supporting armature, or support frame, so that it looks as though the dinosaur is walking along the carpet.  ""It's been quite the challenge, second only to hanging our blue whale from the ceiling in the museum's Hintze Hall,"" said head of technical production, Jez Burn. The cast is accompanied by lots of interactive videos and games that explain the life stories of the exceptionally large sauropods that lived in the Cretaceous Period of Earth history.  Who exactly was the biggest of these titanosaurs is difficult to say, but animals like Patagotitan and another creature called Argentinosaurus were right up there. ""What's incredible about Patagotitan is the amount of the dinosaur that was found,"" said exhibition developer Sinéad Marron.   ""The other giant dinosaurs are known from just a few fragments of bones, whereas the skeleton of Patagotitan is known from a couple of hundred bones from at least six different individuals. We simply know more about Patagotitan than all the other giants."" Scientists are unsure why the titanosaurs were so big, but they have a good idea as to how they developed their immense bulk. This probably had something to do with the relatively poor quality plant food available to them, which required a large digestive system to get the most out of it. Essentially, they were giant fermentation tanks on sturdy legs. Visitors will get to squeeze some tubes intended to simulate a titanosaur's intestines. Prepare to be shocked by the beast's tummy rumbles. An animal as big as Patagotitan would have had to eat all day and most of the night to sustain itself.  By one calculation, the animal could have consumed over 130kg of plants every day. This is equivalent to approximately 515 round lettuces.  No wonder scientists describe titanosaurs as ""ecosystem engineers"". As they moved across the landscape, they would have cleared all vegetation in front of them. Imagine the slurry production... from a whole herd.  It's a yucky thought but with it would have come the mass processing and shifting of nutrients, along with the dispersal of countless seeds.  The influence on the environment and the lives of all animals around at the time would have been profound. The exhibition - Titanosaur: Life as the Biggest Dinosaur - opens on Friday and runs until 7 January next year. It is a ticketed event. The meteoric rise and dizzying fall of tycoon Arif Naqvi Greg Foot untangles some of the most common claims with the help of experts Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years later Dr. Matthew Walker shares his tips for getting more sleep © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.",Inspirational
